ID,order_key,part_supply_ID,line_number,quantity,extended_price,discount,tax,return_flag,line_status,ship_date,commitment_date,receipt_date,ship_instructions,ship_mode,comments
749,680,122,2,5,14.07,0.34,4.0,N,Shipped,2023-12-31,2023-10-21,2023-10-06,She though determine.,Sea,Firm brother system concern.
750,946,26,4,2,74.93,0.27,4.09,N,Pending,2023-12-04,2023-08-10,2023-05-12,Water any whose teacher sell shake.,Land,Reveal common forward everybody for service product.
751,18,153,2,9,78.46,0.19,4.26,N,Shipped,2023-09-06,2023-08-19,2023-05-04,Career better government late find seem among.,Land,Simply term information Mr rather.
752,716,99,3,7,32.9,0.18,8.33,Y,Pending,2023-10-07,2023-10-18,2023-10-12,Enough way charge professor really herself bar.,Air,Bad example modern discuss job.
753,384,88,2,4,53.39,0.19,4.14,Y,Pending,2023-05-20,2024-01-20,2023-07-07,All around goal phone.,Air,Stay her quickly life technology during director those.
754,551,93,2,8,74.97,0.24,2.98,Y,Shipped,2023-05-25,2023-03-12,2023-10-02,Prepare with arm arm we word dog.,Sea,Accept accept look sign.
755,722,134,5,3,84.76,0.25,2.58,N,Shipped,2023-12-27,2023-04-07,2023-05-19,Coach wish tree during.,Sea,I step leg his lead Mrs woman.
756,366,54,2,1,19.16,0.38,5.99,N,Shipped,2024-01-13,2023-06-13,2023-09-04,Message over house purpose fear stage.,Land,Manager girl suggest fight require.
757,89,7,4,9,17.29,0.25,6.19,N,Pending,2023-07-24,2023-06-14,2023-06-21,Quite message tree upon.,Air,Couple front court up possible.
758,59,102,5,8,30.73,0.0,6.48,Y,Pending,2023-04-24,2023-10-16,2023-07-13,Number within church guy hour choice.,Sea,Note computer imagine statement writer travel political.
759,165,109,2,3,21.64,0.31,6.7,N,Shipped,2023-02-14,2023-07-27,2023-12-10,Describe under this.,Air,Attorney his opportunity wide nothing choice record.
760,545,200,4,10,29.08,0.37,6.81,N,Pending,2023-10-12,2023-07-08,2023-02-26,Raise add fight main feel try.,Land,Language process value husband movement most wife.
761,71,157,3,7,56.47,0.42,1.5,N,Pending,2024-02-10,2023-09-16,2023-05-01,Job respond test tough one.,Sea,Knowledge send record author policy week.
762,871,74,1,8,48.04,0.35,7.2,Y,Shipped,2023-06-23,2024-01-27,2023-05-18,Sound work return sing art oil standard.,Land,Financial mission customer consumer reduce hot.
763,335,157,1,3,29.29,0.03,4.54,N,Shipped,2023-05-29,2023-04-29,2024-01-10,Likely compare special adult whose.,Air,Sit himself involve tell key.
764,18,60,4,10,29.31,0.43,5.13,Y,Pending,2023-10-21,2023-05-25,2023-10-28,Gas to Republican so.,Land,Lead leave degree claim institution next.
765,114,138,5,7,80.89,0.09,4.06,N,Pending,2023-06-01,2023-05-26,2023-05-01,But price pressure maybe adult really.,Land,Final knowledge plan product billion.
766,525,132,2,10,38.17,0.45,9.12,N,Pending,2023-10-26,2023-05-03,2023-11-03,Smile represent apply offer.,Air,Official including street myself former smile certain.
767,133,59,5,3,51.73,0.48,6.67,N,Shipped,2023-10-28,2023-09-19,2023-08-18,Method one thought collection those reflect up.,Air,Well the house mouth.
768,235,65,5,2,68.52,0.04,8.49,Y,Shipped,2023-02-25,2023-05-24,2023-06-18,Road brother knowledge peace will yet ten go.,Land,Meet election election character hundred hundred money.
769,994,75,1,7,63.11,0.23,2.3,Y,Pending,2023-12-04,2023-10-13,2023-04-02,Mr center anything western town.,Land,Anyone single during analysis smile.
770,675,173,4,1,94.45,0.49,9.42,Y,Shipped,2023-02-22,2023-05-04,2023-10-03,Effect lay by.,Air,Decision under however eight police test.
771,959,33,4,5,31.45,0.02,5.17,N,Pending,2023-11-23,2023-06-26,2023-12-28,Next sense material pay white century send.,Air,Seat Congress full arrive major.
772,509,24,4,9,57.43,0.36,9.47,N,Shipped,2023-05-12,2023-04-05,2023-08-14,Shake real half start name kitchen picture.,Air,Writer world somebody at.
773,288,94,2,7,53.6,0.32,7.55,Y,Pending,2023-04-25,2023-12-01,2023-03-20,Standard glass ask enjoy structure true capital.,Land,Build scientist story.
774,770,198,2,3,13.98,0.29,9.08,N,Pending,2024-01-11,2024-02-02,2023-04-04,Increase only just.,Air,Second decide help.
775,823,30,4,3,14.96,0.35,5.79,N,Pending,2023-06-18,2023-06-21,2023-04-08,Fire nation star item.,Sea,Yeah like notice develop attack pretty a.
776,558,32,4,8,64.19,0.4,8.43,Y,Pending,2023-06-07,2023-08-01,2024-01-29,How majority heart bill pay during.,Land,Issue book teach wait.
777,52,129,1,7,48.93,0.1,4.94,Y,Pending,2023-10-19,2023-03-08,2023-08-01,Tell investment itself attention do.,Air,Anything relationship official key share.
778,188,23,3,2,24.88,0.49,2.95,N,Pending,2023-06-08,2024-01-09,2023-08-13,Energy national successful follow news.,Land,Trade democratic husband south certain.
779,931,30,4,10,42.24,0.37,9.08,Y,Pending,2023-09-30,2023-05-04,2024-01-18,Remember your board wall.,Air,Over reason fine sometimes despite cell building.
780,692,121,5,4,28.17,0.18,8.93,Y,Shipped,2023-12-14,2023-07-23,2023-06-14,Tree require ago according answer leave task.,Land,Learn bag eye kid fight shake road something.
781,344,200,3,4,96.9,0.2,3.94,Y,Shipped,2023-02-27,2023-06-14,2023-05-15,Relate family available walk western not year.,Sea,Guy tonight task heavy easy.
782,383,72,4,8,31.09,0.07,9.53,Y,Pending,2023-06-10,2023-05-23,2023-06-16,Society suddenly several carry control.,Sea,Little free memory hold senior.
783,44,152,5,1,70.06,0.02,7.29,Y,Pending,2023-11-29,2023-04-19,2023-05-11,Hotel always example remember these.,Air,Information close rest top value.
784,660,100,3,1,17.37,0.23,7.07,N,Shipped,2024-02-01,2023-03-08,2023-09-16,Individual force clearly rise front seven.,Air,Yourself chair five year technology.
785,851,40,3,3,85.49,0.02,3.94,N,Shipped,2023-12-03,2023-06-29,2023-11-21,Picture through too people far.,Air,Few raise rise entire box several.
786,717,84,5,2,17.18,0.08,6.54,N,Pending,2023-07-28,2023-11-17,2023-12-19,Must news boy space blue around.,Air,Important character fall station whose just audience.
787,737,128,3,5,81.92,0.39,4.51,N,Pending,2023-09-02,2023-06-05,2023-02-22,Down prepare impact concern paper.,Sea,Easy possible response whole.
788,68,83,3,4,47.5,0.39,5.06,N,Pending,2023-11-24,2023-10-31,2024-01-15,Single term kind card quite worry.,Sea,Civil voice bit same loss research third.
789,716,37,5,4,86.66,0.05,5.05,Y,Pending,2023-12-28,2023-04-21,2023-11-11,Ago property charge.,Land,Community sometimes thousand woman scientist our team.
790,508,136,3,6,95.1,0.05,4.03,Y,Pending,2024-01-22,2024-02-04,2023-03-22,Letter score require none deal.,Air,Before attack ago small short friend affect.
791,143,117,4,1,72.97,0.0,2.3,N,Pending,2024-01-17,2023-10-22,2023-08-11,Something environmental nearly picture military.,Sea,Along four great do mouth which many could.
792,488,110,3,3,75.12,0.26,5.0,Y,Shipped,2023-03-22,2023-04-01,2023-07-28,Than along seat those phone scientist truth.,Air,Chance new hotel computer statement site city.
793,560,147,4,8,62.62,0.37,8.24,N,Shipped,2023-08-24,2023-09-05,2023-09-06,Rest between name hospital section blood house.,Sea,Source picture expect everyone visit.
794,106,158,1,1,35.33,0.33,1.59,N,Shipped,2023-02-26,2023-06-18,2023-10-30,Ok hundred friend character.,Land,Think so process issue party each.
795,48,123,1,5,45.56,0.06,2.76,N,Shipped,2023-08-07,2024-01-29,2023-04-05,Direction individual bring news everything hard.,Sea,Writer baby form miss indeed.
796,693,103,1,8,63.17,0.33,1.15,Y,Pending,2023-09-13,2023-07-25,2023-11-08,Look much reveal individual listen lawyer.,Land,Can all of must quite.
797,741,97,1,3,39.43,0.03,1.88,Y,Shipped,2024-01-25,2023-06-13,2023-09-16,Represent quickly tough.,Sea,With past next the person interest successful.
798,814,140,3,6,71.27,0.31,2.59,Y,Pending,2023-05-31,2023-09-27,2023-08-10,Eight green through outside today tell.,Land,Focus public bar bill analysis.
799,364,42,1,2,68.69,0.07,5.71,N,Shipped,2023-07-07,2023-05-28,2023-09-16,Huge maybe blue.,Land,Development bad letter once alone stage from effort.
800,770,127,5,8,31.3,0.38,6.76,Y,Pending,2023-03-05,2023-02-14,2023-08-24,Above theory task quickly senior enter writer accept.,Sea,Challenge charge season truth fire walk security.
801,365,134,1,1,37.06,0.44,6.51,Y,Pending,2023-09-25,2023-10-03,2023-05-04,Together there wish.,Air,Service process here song little property management.
802,827,37,2,2,40.78,0.27,9.0,Y,Pending,2023-05-18,2023-07-18,2023-11-13,Occur individual gas second wide.,Sea,Power according ten.
803,848,139,1,4,30.75,0.32,6.04,Y,Pending,2024-02-11,2024-01-09,2023-03-07,Assume month his trade life.,Sea,School certain matter television window.
804,723,199,3,5,72.76,0.47,3.17,Y,Pending,2023-11-17,2023-04-09,2023-07-17,Hit class assume.,Air,Concern might bad stay agreement bed from foot.
805,711,60,2,8,13.18,0.24,7.64,N,Shipped,2023-10-05,2023-10-24,2023-11-06,Soon sign oil mouth.,Sea,Program later authority house pass.
806,263,46,3,1,47.57,0.11,4.02,Y,Shipped,2023-10-03,2023-06-20,2023-02-19,Debate southern church child.,Land,Treatment of pick adult.
807,9,47,5,10,30.06,0.11,5.96,N,Shipped,2023-05-08,2023-03-29,2023-04-27,Certainly leg road be something leader anyone.,Air,Leader make star might city air.
808,502,47,4,2,68.47,0.32,1.11,Y,Shipped,2023-06-26,2023-09-05,2023-05-12,Institution history Democrat.,Air,Former car own.
809,880,187,5,4,63.01,0.46,3.33,Y,Pending,2023-10-30,2023-12-08,2023-09-12,Arrive box matter lot blood ground civil cost.,Air,List from into cover.
810,683,21,2,6,73.08,0.47,8.7,N,Shipped,2023-02-25,2023-08-25,2023-06-27,Including power its team sea poor church.,Sea,Agreement effect Mrs do.
811,717,30,3,5,40.82,0.26,1.84,Y,Shipped,2023-08-21,2024-01-10,2024-01-11,Phone pay represent drive thank.,Sea,Allow sea worker economy activity.
812,112,90,1,7,86.8,0.41,2.94,Y,Pending,2023-03-30,2023-09-11,2023-04-03,Type spring right imagine mention despite.,Sea,Song at there present test.
813,308,139,2,4,71.09,0.06,1.55,Y,Shipped,2023-11-09,2023-02-25,2023-10-18,Place foreign item art prove standard indeed.,Sea,Likely fight lawyer in another rest.
814,746,29,2,3,37.38,0.29,3.05,N,Shipped,2023-03-14,2023-07-23,2023-03-28,Eat quickly someone include ahead only look deal.,Sea,Sport pay almost send system.
815,153,96,2,3,37.54,0.38,5.15,Y,Shipped,2023-11-02,2023-09-05,2023-06-11,As simple own public.,Land,Skin almost mouth result.
816,669,133,3,6,46.11,0.44,2.08,Y,Pending,2023-03-12,2023-09-27,2023-07-04,Less part Mrs son Democrat factor way.,Sea,List sea how threat.
817,672,89,5,9,67.66,0.47,9.26,N,Shipped,2023-08-22,2023-06-17,2023-07-27,Final give agree sense still.,Sea,Spend particularly law often threat at.
818,811,32,3,10,27.79,0.19,8.95,Y,Pending,2023-03-22,2023-12-06,2023-04-15,Important real same since pattern.,Air,If parent physical fast free plant image which.
819,528,149,4,6,35.21,0.35,6.1,Y,Shipped,2023-03-24,2023-04-08,2023-04-27,Difficult turn about they customer.,Sea,Option opportunity woman strategy foreign.
820,756,34,4,10,83.47,0.35,1.46,Y,Shipped,2023-11-28,2023-09-17,2023-09-30,Maintain senior defense political artist hear cover.,Land,Cold arrive director what interesting total collection.
821,786,102,2,8,97.91,0.28,1.89,N,Shipped,2024-01-31,2023-11-30,2023-11-01,Trial process sit government.,Air,Throw collection research a analysis black.
822,313,30,5,4,50.95,0.08,7.75,Y,Shipped,2024-01-27,2024-02-02,2023-11-15,Win such peace anything call.,Land,Professional something gun suggest evening sense visit.
823,451,136,1,5,26.73,0.03,7.63,Y,Shipped,2024-01-13,2024-02-05,2023-06-03,Month try whether ball direction represent would town.,Sea,Next blue technology into partner face.
824,213,1,3,2,88.42,0.29,4.88,N,Shipped,2023-09-13,2023-05-04,2023-03-03,Senior economy report section summer last player.,Air,Decade authority but the paper represent well.
825,827,72,3,9,74.42,0.5,5.38,Y,Shipped,2023-10-30,2023-03-07,2023-03-18,Return shoulder reflect paper significant early morning.,Land,Whether wrong media alone himself.
826,185,195,2,10,78.28,0.07,6.42,N,Shipped,2023-08-08,2023-07-09,2023-11-11,Concern probably pressure behind water garden raise.,Land,Machine age difference amount factor way ability.
827,526,111,4,3,90.41,0.0,8.06,Y,Shipped,2023-11-29,2023-05-14,2023-10-17,Safe year eye lose.,Sea,Sometimes society modern system.
828,290,174,5,6,92.89,0.07,6.36,N,Shipped,2023-09-05,2023-11-15,2023-07-03,Although tell agreement any everything.,Sea,Never process play war next with discussion leg.
829,543,37,4,3,27.26,0.19,2.46,Y,Pending,2023-12-31,2023-11-27,2023-03-23,Sea time system decade.,Sea,Return deal hospital behavior threat each.
830,256,117,5,8,20.87,0.28,1.98,N,Pending,2023-12-25,2023-09-06,2023-07-03,Very important team information.,Land,Again writer society country administration economy he.
831,861,52,5,6,80.42,0.02,5.32,Y,Pending,2023-11-11,2023-04-06,2023-03-30,Cut serious type card interesting themselves seven.,Land,Recently do Democrat brother maintain interview Congress.
832,930,181,5,5,29.36,0.1,5.3,N,Shipped,2024-01-13,2024-02-11,2023-03-29,Local stuff rather seem card.,Land,Cover seven nothing give.
833,227,69,1,1,52.57,0.32,9.51,N,Shipped,2023-10-14,2023-09-26,2023-11-24,Concern country soldier foreign challenge.,Land,Whose reality glass thing few information.
834,168,160,2,10,42.05,0.21,1.99,Y,Pending,2023-11-02,2024-02-11,2023-09-19,Significant strategy themselves fill a stuff thus.,Air,Red travel lose me foreign.
835,82,191,3,9,91.68,0.47,3.99,N,Shipped,2023-11-30,2023-07-26,2023-05-12,Tree then describe arm.,Air,Wall near including.
836,161,163,4,10,66.56,0.01,1.14,N,Pending,2023-03-09,2023-06-14,2023-06-01,Before health live public.,Sea,Reach building ever box around himself.
837,87,23,4,3,74.36,0.31,4.9,N,Shipped,2023-03-01,2023-12-29,2023-07-26,Worker instead blue interest stock pay someone.,Sea,Others sense fill challenge letter bit.
838,536,49,4,2,56.01,0.11,3.78,N,Shipped,2023-12-04,2023-06-14,2023-05-19,Cut rich energy three.,Sea,Color mention ability name.
839,326,158,5,9,34.93,0.14,2.22,Y,Pending,2023-02-24,2023-09-30,2023-07-26,Suffer exist protect.,Sea,Year later fall fill.
840,825,93,4,10,41.93,0.07,1.84,N,Shipped,2023-11-15,2023-09-13,2023-12-10,Many investment to policy history pull.,Sea,Provide natural discussion.
841,119,22,3,10,28.58,0.38,6.01,Y,Pending,2023-07-28,2023-09-21,2023-06-07,Score medical late form.,Sea,Investment year west then wear listen.
842,772,72,1,3,49.61,0.18,2.05,N,Shipped,2024-01-24,2024-02-04,2023-11-16,List human task nice ask note affect heart.,Sea,Single realize modern black.
843,406,21,5,3,34.42,0.24,6.14,Y,Shipped,2023-11-07,2023-05-24,2023-08-17,Hit rise art bad my institution.,Sea,Traditional trade later.
844,329,171,3,6,98.39,0.37,3.06,N,Shipped,2023-08-12,2023-06-17,2023-08-18,Choice I cup during city team.,Air,Whose region we door ask camera area type.
845,499,112,3,2,55.97,0.24,4.17,N,Shipped,2023-12-15,2023-03-15,2023-09-20,Attack several almost information way.,Land,Remain whose its.
846,849,70,4,4,66.39,0.39,9.77,Y,Shipped,2023-11-26,2023-10-21,2023-03-11,Very old do buy miss.,Sea,Purpose article major thing visit six.
847,611,195,3,3,64.16,0.08,8.01,N,Shipped,2023-08-13,2023-04-16,2023-05-13,Situation threat any leader almost after effort.,Air,Yourself something effect news lead they less decision.
848,239,182,3,7,43.67,0.39,7.7,N,Shipped,2023-02-24,2023-03-19,2023-04-09,Finish chance evidence plan entire.,Air,Poor story growth many left him suggest.
849,648,12,4,1,31.6,0.04,4.31,N,Pending,2023-08-08,2023-08-21,2023-02-22,Learn behavior push instead final fact score.,Land,Plan country worry must during similar.
850,288,111,2,9,36.61,0.17,6.01,Y,Shipped,2023-02-27,2024-01-23,2023-04-24,Allow determine phone entire station.,Sea,Night available black room more safe.
851,77,7,5,7,66.11,0.34,8.75,N,Shipped,2023-10-10,2023-12-03,2023-07-21,Understand reason question put mother suddenly.,Land,Record hit pattern born.
852,883,171,2,8,16.15,0.44,3.9,N,Pending,2023-11-16,2024-02-01,2023-12-30,Lot only I girl hundred too admit.,Air,Animal out fish.
853,682,33,3,9,55.6,0.13,8.47,N,Shipped,2023-03-07,2023-06-13,2023-12-14,Size impact others together between guy.,Land,May teach parent always finish various most.
854,795,63,4,5,51.19,0.33,9.41,Y,Shipped,2023-11-07,2023-09-04,2023-07-08,Each south director mind next build quite.,Sea,Owner former time help large case.
855,18,67,4,4,48.06,0.05,7.35,Y,Pending,2023-04-27,2023-08-14,2024-01-14,In western majority.,Sea,Sense page sister candidate community ago next.
856,148,138,2,4,60.12,0.3,2.3,Y,Pending,2023-12-02,2023-12-06,2023-09-27,Human trade federal seat.,Sea,Development computer ahead owner impact most.
857,18,131,5,6,23.91,0.34,3.89,Y,Shipped,2023-03-10,2024-02-02,2023-06-23,Game race memory season religious.,Air,Ahead edge reflect international suffer check anything.
858,9,32,5,5,55.43,0.06,7.46,N,Pending,2023-11-11,2023-11-18,2023-11-22,Late offer now investment culture.,Air,Though assume age public amount also.
859,745,130,1,9,11.08,0.24,9.35,N,Pending,2023-05-30,2023-06-16,2023-05-28,Particularly lead service wind.,Air,Large stuff lot build else forward agency.
860,217,76,1,9,38.13,0.05,2.39,N,Shipped,2023-10-10,2024-01-11,2023-11-02,Feel window reveal significant task.,Land,Political everything professional.
861,208,167,3,8,67.75,0.2,3.41,N,Pending,2023-08-04,2023-07-16,2023-11-29,Lead tonight represent task reduce later us.,Sea,Yourself fill development truth.
862,233,165,1,1,86.94,0.05,2.61,Y,Shipped,2023-02-21,2023-06-15,2024-01-15,Board air agency significant.,Land,Consumer north ground method read wind view.
